Date,Ticker,Open,Close,Volume,Sector,Industry
2020-12-23,AMZN,3205.0,3185.27,2093800,Consumer Cyclical,Internet Retail
2020-12-24,AMZN,3193.9,3172.69,1451900,Consumer Cyclical,Internet Retail
2020-12-28,AMZN,3194.0,3283.96,5686800,Consumer Cyclical,Internet Retail
2020-12-29,AMZN,3309.94,3322.0,4872900,Consumer Cyclical,Internet Retail
2020-12-30,AMZN,3341.0,3285.85,3209300,Consumer Cyclical,Internet Retail
2020-12-31,AMZN,3275.0,3256.93,2957200,Consumer Cyclical,Internet Retail
2021-01-04,AMZN,3270.0,3186.63,4411400,Consumer Cyclical,Internet Retail
2021-01-05,AMZN,3166.01,3218.51,2655500,Consumer Cyclical,Internet Retail
2021-01-06,AMZN,3146.48,3138.38,4394800,Consumer Cyclical,Internet Retail
2021-01-07,AMZN,3157.0,3162.16,3514500,Consumer Cyclical,Internet Retail
2021-01-08,AMZN,3180.0,3182.7,3537700,Consumer Cyclical,Internet Retail
2021-01-11,AMZN,3148.01,3114.21,3683400,Consumer Cyclical,Internet Retail
2021-01-12,AMZN,3120.0,3120.83,3514600,Consumer Cyclical,Internet Retail
2021-01-13,AMZN,3128.44,3165.89,3321200,Consumer Cyclical,Internet Retail
2021-01-14,AMZN,3167.52,3127.47,3070900,Consumer Cyclical,Internet Retail
2021-01-15,AMZN,3123.02,3104.25,4244000,Consumer Cyclical,Internet Retail
2021-01-19,AMZN,3107.0,3120.76,3305100,Consumer Cyclical,Internet Retail
2021-01-20,AMZN,3181.99,3263.38,5309800,Consumer Cyclical,Internet Retail
2021-01-21,AMZN,3293.0,3306.99,4945100,Consumer Cyclical,Internet Retail
2021-01-22,AMZN,3304.31,3292.23,2821900,Consumer Cyclical,Internet Retail
2021-01-25,AMZN,3328.5,3294.0,3749800,Consumer Cyclical,Internet Retail
2021-01-26,AMZN,3296.36,3326.13,2955200,Consumer Cyclical,Internet Retail
2021-01-27,AMZN,3341.49,3232.58,4660200,Consumer Cyclical,Internet Retail
2021-01-28,AMZN,3235.04,3237.62,3149200,Consumer Cyclical,Internet Retail
2021-01-29,AMZN,3230.0,3206.2,4285600,Consumer Cyclical,Internet Retail
2021-02-01,AMZN,3242.36,3342.88,4160200,Consumer Cyclical,Internet Retail
2021-02-02,AMZN,3380.0,3380.0,7098600,Consumer Cyclical,Internet Retail
2021-02-03,AMZN,3425.01,3312.53,7088800,Consumer Cyclical,Internet Retail
2021-02-04,AMZN,3330.0,3331.0,3670700,Consumer Cyclical,Internet Retail
2021-02-05,AMZN,3319.0,3352.15,3613600,Consumer Cyclical,Internet Retail
2021-02-08,AMZN,3358.5,3322.94,3257400,Consumer Cyclical,Internet Retail
2021-02-09,AMZN,3312.49,3305.0,2203500,Consumer Cyclical,Internet Retail
2021-02-10,AMZN,3314.0,3286.58,3151600,Consumer Cyclical,Internet Retail
2021-02-11,AMZN,3292.0,3262.13,2295800,Consumer Cyclical,Internet Retail
2021-02-12,AMZN,3250.0,3277.71,2329300,Consumer Cyclical,Internet Retail
2020-01-02,CSCO,48.06,48.42,16708100,Technology,Communication Equipment
2020-01-03,CSCO,47.91,47.63,15577400,Technology,Communication Equipment
2020-01-06,CSCO,47.14,47.8,22183600,Technology,Communication Equipment
2020-01-07,CSCO,47.72,47.49,16501900,Technology,Communication Equipment
2020-01-08,CSCO,46.97,47.52,25175900,Technology,Communication Equipment
2020-01-09,CSCO,47.79,47.32,18203600,Technology,Communication Equipment
2020-01-10,CSCO,47.48,47.13,13502600,Technology,Communication Equipment
2020-01-13,CSCO,47.31,47.97,18237400,Technology,Communication Equipment
2020-01-14,CSCO,47.96,47.79,17948700,Technology,Communication Equipment
2020-01-15,CSCO,47.92,48.01,16289400,Technology,Communication Equipment
2020-01-16,CSCO,48.38,49.05,20094900,Technology,Communication Equipment
2020-01-17,CSCO,49.31,49.02,27176200,Technology,Communication Equipment
2020-01-21,CSCO,48.96,48.8,21771800,Technology,Communication Equipment
2020-01-22,CSCO,49.28,49.07,15186000,Technology,Communication Equipment
2020-01-23,CSCO,49.0,49.0,16767700,Technology,Communication Equipment
2020-01-24,CSCO,49.22,48.85,14066700,Technology,Communication Equipment
2020-01-27,CSCO,47.89,47.47,20666000,Technology,Communication Equipment
2020-01-28,CSCO,47.52,47.77,14035100,Technology,Communication Equipment
2020-01-29,CSCO,47.97,47.05,14273600,Technology,Communication Equipment
2020-01-30,CSCO,46.54,47.24,14822600,Technology,Communication Equipment
2020-01-31,CSCO,46.99,45.97,20069900,Technology,Communication Equipment
2020-02-03,CSCO,46.4,46.53,15383500,Technology,Communication Equipment
2020-02-04,CSCO,47.22,47.62,13947300,Technology,Communication Equipment
2020-02-05,CSCO,48.33,48.45,17042300,Technology,Communication Equipment
2020-02-06,CSCO,48.69,48.69,9814800,Technology,Communication Equipment
2020-02-07,CSCO,48.6,47.97,16807500,Technology,Communication Equipment
2020-02-10,CSCO,47.99,48.87,19012700,Technology,Communication Equipment
2020-02-11,CSCO,49.39,49.13,23168300,Technology,Communication Equipment
2020-02-12,CSCO,49.43,49.93,31686200,Technology,Communication Equipment
2020-02-13,CSCO,47.15,47.32,47044700,Technology,Communication Equipment
2020-02-14,CSCO,47.16,46.97,26747200,Technology,Communication Equipment
2020-02-18,CSCO,46.82,46.59,18546300,Technology,Communication Equipment
2020-02-19,CSCO,46.69,46.29,27626400,Technology,Communication Equipment
2020-02-20,CSCO,46.09,46.85,20416700,Technology,Communication Equipment
2020-02-21,CSCO,46.73,46.3,20028700,Technology,Communication Equipment
2020-02-24,CSCO,45.0,44.0,35295900,Technology,Communication Equipment
2020-02-25,CSCO,44.05,42.74,48024700,Technology,Communication Equipment
2020-02-26,CSCO,42.97,42.16,38513200,Technology,Communication Equipment
2020-02-27,CSCO,41.28,40.04,51442900,Technology,Communication Equipment
2020-02-28,CSCO,38.7,39.93,80194000,Technology,Communication Equipment
2020-03-02,CSCO,40.15,41.17,48864300,Technology,Communication Equipment
2020-03-03,CSCO,41.26,40.04,49294700,Technology,Communication Equipment
2020-03-04,CSCO,40.72,41.39,30022100,Technology,Communication Equipment
2020-03-05,CSCO,40.17,39.57,30255900,Technology,Communication Equipment
2020-03-06,CSCO,38.0,39.68,48605600,Technology,Communication Equipment
2020-03-09,CSCO,36.9,37.96,61535300,Technology,Communication Equipment
2020-03-10,CSCO,39.25,40.08,50536500,Technology,Communication Equipment
2020-03-11,CSCO,39.02,37.05,63594300,Technology,Communication Equipment
2020-03-12,CSCO,34.5,33.2,51855300,Technology,Communication Equipment
2020-03-13,CSCO,35.18,37.64,53859600,Technology,Communication Equipment
2020-03-16,CSCO,33.23,33.71,44211300,Technology,Communication Equipment
2020-03-17,CSCO,34.7,35.5,41572400,Technology,Communication Equipment
2020-03-18,CSCO,33.76,37.12,56904300,Technology,Communication Equipment
2020-03-19,CSCO,37.05,37.71,58319700,Technology,Communication Equipment
2020-03-20,CSCO,38.27,35.6,48582500,Technology,Communication Equipment
2020-03-23,CSCO,35.51,34.6,39823400,Technology,Communication Equipment
2020-03-24,CSCO,36.41,38.6,48235600,Technology,Communication Equipment
2020-03-25,CSCO,38.65,37.67,42873900,Technology,Communication Equipment
2020-03-26,CSCO,37.97,40.58,38473300,Technology,Communication Equipment
2020-03-27,CSCO,39.21,38.82,31278600,Technology,Communication Equipment
2020-03-30,CSCO,39.45,40.32,27120300,Technology,Communication Equipment
2020-03-31,CSCO,40.13,39.31,26014200,Technology,Communication Equipment
2020-04-01,CSCO,38.17,38.33,26790700,Technology,Communication Equipment
2020-04-02,CSCO,37.84,39.8,28180500,Technology,Communication Equipment
2020-04-03,CSCO,39.82,39.06,21235200,Technology,Communication Equipment
2020-04-06,CSCO,40.46,41.43,31641400,Technology,Communication Equipment
2020-04-07,CSCO,42.66,40.64,30366100,Technology,Communication Equipment
2020-04-08,CSCO,41.17,41.74,22683500,Technology,Communication Equipment
2020-04-09,CSCO,42.09,41.2,27650200,Technology,Communication Equipment
2020-04-13,CSCO,41.04,41.22,19592000,Technology,Communication Equipment
2020-04-14,CSCO,41.91,42.78,22882400,Technology,Communication Equipment
2020-04-15,CSCO,42.2,41.52,18428800,Technology,Communication Equipment
2020-04-16,CSCO,41.76,41.5,26178000,Technology,Communication Equipment
2020-04-17,CSCO,42.25,42.48,30701500,Technology,Communication Equipment
2020-04-20,CSCO,41.92,42.54,23438800,Technology,Communication Equipment
2020-04-21,CSCO,41.83,40.55,31661000,Technology,Communication Equipment
2020-04-22,CSCO,41.27,41.76,18337400,Technology,Communication Equipment
2020-04-23,CSCO,41.89,41.62,16100200,Technology,Communication Equipment
2020-04-24,CSCO,41.84,42.52,14641700,Technology,Communication Equipment
2020-04-27,CSCO,42.7,43.06,17937900,Technology,Communication Equipment
2020-04-28,CSCO,43.5,42.49,16427700,Technology,Communication Equipment
2020-04-29,CSCO,43.35,43.34,17430100,Technology,Communication Equipment
2020-04-30,CSCO,43.17,42.38,26679900,Technology,Communication Equipment
2020-05-01,CSCO,41.72,40.92,22095300,Technology,Communication Equipment
2020-05-04,CSCO,40.95,41.35,15997700,Technology,Communication Equipment
2020-05-05,CSCO,41.61,41.46,15060200,Technology,Communication Equipment
2020-05-06,CSCO,41.56,41.15,16040300,Technology,Communication Equipment
2020-05-07,CSCO,41.59,41.37,20173600,Technology,Communication Equipment
2020-05-08,CSCO,42.02,42.99,21962800,Technology,Communication Equipment
2020-05-11,CSCO,42.78,43.32,26182700,Technology,Communication Equipment
2020-05-12,CSCO,43.94,43.22,25817100,Technology,Communication Equipment
2020-05-13,CSCO,43.41,41.95,36986700,Technology,Communication Equipment
2020-05-14,CSCO,43.43,43.85,50417700,Technology,Communication Equipment
2020-05-15,CSCO,42.93,44.27,30573000,Technology,Communication Equipment
2020-05-18,CSCO,45.21,45.06,26980100,Technology,Communication Equipment
2020-05-19,CSCO,44.83,44.61,24345400,Technology,Communication Equipment
2020-05-20,CSCO,45.05,45.44,20184500,Technology,Communication Equipment
2020-05-21,CSCO,45.45,44.64,18674900,Technology,Communication Equipment
2020-05-22,CSCO,44.67,44.9,12592800,Technology,Communication Equipment
2020-05-26,CSCO,45.78,44.84,21776900,Technology,Communication Equipment
2020-05-27,CSCO,45.04,45.96,22157200,Technology,Communication Equipment
2020-05-28,CSCO,45.9,45.6,20013000,Technology,Communication Equipment
2020-05-29,CSCO,46.04,47.82,43570400,Technology,Communication Equipment
2020-06-01,CSCO,47.15,46.3,18712400,Technology,Communication Equipment
2020-06-02,CSCO,46.4,46.89,17285900,Technology,Communication Equipment
2020-06-03,CSCO,46.98,46.94,17492000,Technology,Communication Equipment
2020-06-04,CSCO,46.77,46.86,14100700,Technology,Communication Equipment
2020-06-05,CSCO,47.27,47.83,22591100,Technology,Communication Equipment
2020-06-08,CSCO,47.46,48.13,17820900,Technology,Communication Equipment
2020-06-09,CSCO,48.02,48.05,18597300,Technology,Communication Equipment
2020-06-10,CSCO,47.66,47.42,18462400,Technology,Communication Equipment
2020-06-11,CSCO,46.99,43.67,35582000,Technology,Communication Equipment
2020-06-12,CSCO,44.96,45.07,26125600,Technology,Communication Equipment
2020-06-15,CSCO,44.12,45.35,21300100,Technology,Communication Equipment
2020-06-16,CSCO,47.41,46.48,28074600,Technology,Communication Equipment
2020-06-17,CSCO,46.75,46.17,20399100,Technology,Communication Equipment
2020-06-18,CSCO,45.79,45.83,22423500,Technology,Communication Equipment
2020-06-19,CSCO,46.26,45.32,36103200,Technology,Communication Equipment
2020-06-22,CSCO,45.11,45.16,18398600,Technology,Communication Equipment
2020-06-23,CSCO,45.92,45.47,23222400,Technology,Communication Equipment
2020-06-24,CSCO,45.29,44.75,22840100,Technology,Communication Equipment
2020-06-25,CSCO,44.77,45.22,19114900,Technology,Communication Equipment
2020-06-26,CSCO,45.12,46.31,106928300,Technology,Communication Equipment
2020-06-29,CSCO,46.34,46.15,23875400,Technology,Communication Equipment
2020-06-30,CSCO,46.15,46.64,21888800,Technology,Communication Equipment
2020-07-01,CSCO,46.54,46.06,17129500,Technology,Communication Equipment
2020-07-02,CSCO,46.07,45.63,19632000,Technology,Communication Equipment
2020-07-06,CSCO,46.07,46.42,16152900,Technology,Communication Equipment
2020-07-07,CSCO,46.12,45.63,17102800,Technology,Communication Equipment
2020-07-08,CSCO,45.59,45.81,15020800,Technology,Communication Equipment
2020-07-09,CSCO,46.6,46.7,26027700,Technology,Communication Equipment
2020-07-10,CSCO,46.73,46.66,13775700,Technology,Communication Equipment
2020-07-13,CSCO,46.87,45.93,17965500,Technology,Communication Equipment
2020-07-14,CSCO,45.49,46.26,19303500,Technology,Communication Equipment
2020-07-15,CSCO,46.5,46.4,15705000,Technology,Communication Equipment
2020-07-16,CSCO,45.7,45.78,17709400,Technology,Communication Equipment
2020-07-17,CSCO,46.04,46.75,20389700,Technology,Communication Equipment
2020-07-20,CSCO,46.67,46.97,15966500,Technology,Communication Equipment
2020-07-21,CSCO,47.28,47.02,16074700,Technology,Communication Equipment
2020-07-22,CSCO,47.02,46.9,27218300,Technology,Communication Equipment
2020-07-23,CSCO,46.98,47.41,23750200,Technology,Communication Equipment
2020-07-24,CSCO,47.49,46.4,16983600,Technology,Communication Equipment
2020-07-27,CSCO,46.66,47.19,15576000,Technology,Communication Equipment
2020-07-28,CSCO,46.98,46.28,13975300,Technology,Communication Equipment
2020-07-29,CSCO,46.4,46.71,11618200,Technology,Communication Equipment
2020-07-30,CSCO,46.13,46.44,15385100,Technology,Communication Equipment
2020-07-31,CSCO,46.39,47.1,17706400,Technology,Communication Equipment
2020-08-03,CSCO,47.14,47.16,14141100,Technology,Communication Equipment
2020-08-04,CSCO,47.01,47.67,12839500,Technology,Communication Equipment
2020-08-05,CSCO,47.67,47.33,13077600,Technology,Communication Equipment
2020-08-06,CSCO,47.23,47.77,14190900,Technology,Communication Equipment
2020-08-07,CSCO,47.33,47.43,17054300,Technology,Communication Equipment
2020-08-10,CSCO,47.16,47.73,14999200,Technology,Communication Equipment
2020-08-11,CSCO,47.9,47.19,18859600,Technology,Communication Equipment
2020-08-12,CSCO,47.28,48.1,27023700,Technology,Communication Equipment
2020-08-13,CSCO,43.79,42.72,91849500,Technology,Communication Equipment
2020-08-14,CSCO,42.49,42.5,32539500,Technology,Communication Equipment
2020-08-17,CSCO,42.55,42.09,30511700,Technology,Communication Equipment
2020-08-18,CSCO,42.13,41.98,23344600,Technology,Communication Equipment
2020-08-19,CSCO,42.1,41.87,20097400,Technology,Communication Equipment
2020-08-20,CSCO,41.87,42.31,18443900,Technology,Communication Equipment
2020-08-21,CSCO,42.05,42.25,17389600,Technology,Communication Equipment
2020-08-24,CSCO,42.07,42.18,17742900,Technology,Communication Equipment
2020-08-25,CSCO,42.23,41.96,15417400,Technology,Communication Equipment
2020-08-26,CSCO,41.65,42.25,21625800,Technology,Communication Equipment
2020-08-27,CSCO,42.4,42.29,22456800,Technology,Communication Equipment
2020-08-28,CSCO,42.14,42.2,16573600,Technology,Communication Equipment
2020-08-31,CSCO,42.1,42.22,21298000,Technology,Communication Equipment
2020-09-01,CSCO,42.0,42.03,23344900,Technology,Communication Equipment
2020-09-02,CSCO,42.04,42.42,30045700,Technology,Communication Equipment
2020-09-03,CSCO,41.75,40.95,39288100,Technology,Communication Equipment
2020-09-04,CSCO,41.2,40.82,34867400,Technology,Communication Equipment
2020-09-08,CSCO,40.05,40.0,29101800,Technology,Communication Equipment
2020-09-09,CSCO,40.1,40.13,23351600,Technology,Communication Equipment
2020-09-10,CSCO,40.03,39.57,25108800,Technology,Communication Equipment
2020-09-11,CSCO,39.77,39.88,21853000,Technology,Communication Equipment
2020-09-14,CSCO,40.22,40.37,19866700,Technology,Communication Equipment
2020-09-15,CSCO,40.51,40.6,19024100,Technology,Communication Equipment
2020-09-16,CSCO,40.72,40.42,24310200,Technology,Communication Equipment
2020-09-17,CSCO,39.66,40.37,22225900,Technology,Communication Equipment
2020-09-18,CSCO,40.18,39.81,44450800,Technology,Communication Equipment
2020-09-21,CSCO,39.31,39.04,28495000,Technology,Communication Equipment
2020-09-22,CSCO,39.18,39.32,17656800,Technology,Communication Equipment
2020-09-23,CSCO,39.23,38.28,24843200,Technology,Communication Equipment
2020-09-24,CSCO,38.0,37.85,30910400,Technology,Communication Equipment
2020-09-25,CSCO,37.76,38.45,22966600,Technology,Communication Equipment
2020-09-28,CSCO,39.2,39.13,24275700,Technology,Communication Equipment
2020-09-29,CSCO,39.07,39.06,16353700,Technology,Communication Equipment
2020-09-30,CSCO,39.09,39.39,27113200,Technology,Communication Equipment
2020-10-01,CSCO,39.1,38.8,20763500,Technology,Communication Equipment
2020-10-02,CSCO,38.05,38.27,24493000,Technology,Communication Equipment
2020-10-05,CSCO,38.48,38.57,26929100,Technology,Communication Equipment
2020-10-06,CSCO,38.5,38.57,28430800,Technology,Communication Equipment
2020-10-07,CSCO,38.98,39.4,20593700,Technology,Communication Equipment
2020-10-08,CSCO,39.8,39.79,19031300,Technology,Communication Equipment
2020-10-09,CSCO,40.15,39.85,16167500,Technology,Communication Equipment
2020-10-12,CSCO,39.93,40.36,22757200,Technology,Communication Equipment
2020-10-13,CSCO,40.54,39.81,23438300,Technology,Communication Equipment
2020-10-14,CSCO,39.85,39.89,16444700,Technology,Communication Equipment
2020-10-15,CSCO,39.47,39.97,15451400,Technology,Communication Equipment
2020-10-16,CSCO,39.88,40.16,21292500,Technology,Communication Equipment
2020-10-19,CSCO,40.15,39.3,19600500,Technology,Communication Equipment
2020-10-20,CSCO,39.44,39.2,16564900,Technology,Communication Equipment
2020-10-21,CSCO,39.31,39.06,17016300,Technology,Communication Equipment
2020-10-22,CSCO,38.85,38.82,20399000,Technology,Communication Equipment
2020-10-23,CSCO,38.93,38.82,15556100,Technology,Communication Equipment
2020-10-26,CSCO,38.4,37.67,29146500,Technology,Communication Equipment
2020-10-27,CSCO,37.38,36.87,37911500,Technology,Communication Equipment
2020-10-28,CSCO,36.32,35.71,34561500,Technology,Communication Equipment
2020-10-29,CSCO,35.51,35.69,35332000,Technology,Communication Equipment
2020-10-30,CSCO,35.6,35.9,29151200,Technology,Communication Equipment
2020-11-02,CSCO,36.19,35.9,23483100,Technology,Communication Equipment
2020-11-03,CSCO,36.36,36.68,27342900,Technology,Communication Equipment
2020-11-04,CSCO,37.03,36.57,30121900,Technology,Communication Equipment
2020-11-05,CSCO,37.02,37.23,23149700,Technology,Communication Equipment
2020-11-06,CSCO,37.56,37.53,19475300,Technology,Communication Equipment
2020-11-09,CSCO,39.92,38.2,42649500,Technology,Communication Equipment
2020-11-10,CSCO,38.21,38.72,31514500,Technology,Communication Equipment
2020-11-11,CSCO,39.01,39.33,27332800,Technology,Communication Equipment
2020-11-12,CSCO,38.98,38.67,29368300,Technology,Communication Equipment
2020-11-13,CSCO,41.2,41.4,49106400,Technology,Communication Equipment
2020-11-16,CSCO,41.74,42.54,34572600,Technology,Communication Equipment
2020-11-17,CSCO,41.92,41.88,23140900,Technology,Communication Equipment
2020-11-18,CSCO,41.9,41.32,21327700,Technology,Communication Equipment
2020-11-19,CSCO,41.0,41.17,22177700,Technology,Communication Equipment
2020-11-20,CSCO,41.05,40.97,19776300,Technology,Communication Equipment
2020-11-23,CSCO,41.03,41.64,19651400,Technology,Communication Equipment
2020-11-24,CSCO,42.14,42.61,22849700,Technology,Communication Equipment
2020-11-25,CSCO,42.78,42.5,22617700,Technology,Communication Equipment
2020-11-27,CSCO,42.86,42.7,10769500,Technology,Communication Equipment
2020-11-30,CSCO,42.44,43.02,34741600,Technology,Communication Equipment
2020-12-01,CSCO,43.01,43.54,23948800,Technology,Communication Equipment
2020-12-02,CSCO,43.39,43.89,17422200,Technology,Communication Equipment
2020-12-03,CSCO,43.78,44.11,27710700,Technology,Communication Equipment
2020-12-04,CSCO,43.89,44.38,17319800,Technology,Communication Equipment
2020-12-07,CSCO,44.29,44.35,14086800,Technology,Communication Equipment
2020-12-08,CSCO,44.21,44.37,13348500,Technology,Communication Equipment
2020-12-09,CSCO,44.47,44.69,22679800,Technology,Communication Equipment
2020-12-10,CSCO,44.54,44.32,17741500,Technology,Communication Equipment
2020-12-11,CSCO,43.94,44.32,14577700,Technology,Communication Equipment
2020-12-14,CSCO,44.27,44.24,16112300,Technology,Communication Equipment
2020-12-15,CSCO,44.39,44.72,18165300,Technology,Communication Equipment
2020-12-16,CSCO,44.7,44.72,16192000,Technology,Communication Equipment
2020-12-17,CSCO,44.91,44.82,16141600,Technology,Communication Equipment
2020-12-18,CSCO,44.9,45.44,41027000,Technology,Communication Equipment
2020-12-21,CSCO,44.47,44.88,19865300,Technology,Communication Equipment
2020-12-22,CSCO,44.44,44.69,16024000,Technology,Communication Equipment
2020-12-23,CSCO,44.65,44.38,12032600,Technology,Communication Equipment
2020-12-24,CSCO,44.45,44.54,5720500,Technology,Communication Equipment
2020-12-28,CSCO,44.93,44.92,13458400,Technology,Communication Equipment
2020-12-29,CSCO,44.97,44.64,11829000,Technology,Communication Equipment
2020-12-30,CSCO,44.74,44.48,11043100,Technology,Communication Equipment
2020-12-31,CSCO,44.38,44.75,15105500,Technology,Communication Equipment
2021-01-04,CSCO,44.31,43.96,24392500,Technology,Communication Equipment
2021-01-05,CSCO,43.68,43.98,17763700,Technology,Communication Equipment
2021-01-06,CSCO,44.13,44.4,21823100,Technology,Communication Equipment
2021-01-07,CSCO,44.2,44.96,18218800,Technology,Communication Equipment
2021-01-08,CSCO,44.48,45.06,20936300,Technology,Communication Equipment
2021-01-11,CSCO,45.15,45.36,25062300,Technology,Communication Equipment
2021-01-12,CSCO,45.3,45.79,20145000,Technology,Communication Equipment
2021-01-13,CSCO,45.29,45.36,19367300,Technology,Communication Equipment
2021-01-14,CSCO,44.87,45.15,22333500,Technology,Communication Equipment
2021-01-15,CSCO,44.96,45.43,30271700,Technology,Communication Equipment
2021-01-19,CSCO,45.33,45.19,28868800,Technology,Communication Equipment
2021-01-20,CSCO,45.33,45.34,16499400,Technology,Communication Equipment
2021-01-21,CSCO,45.2,45.11,17495900,Technology,Communication Equipment
2021-01-22,CSCO,44.75,44.77,14643400,Technology,Communication Equipment
2021-01-25,CSCO,45.04,45.03,16581300,Technology,Communication Equipment
2021-01-26,CSCO,44.89,45.26,13087800,Technology,Communication Equipment
2021-01-27,CSCO,45.24,45.7,29634500,Technology,Communication Equipment
2021-01-28,CSCO,45.91,45.34,21166000,Technology,Communication Equipment
2021-01-29,CSCO,44.85,44.58,22575200,Technology,Communication Equipment
2021-02-01,CSCO,44.92,45.4,16776900,Technology,Communication Equipment
2021-02-02,CSCO,45.52,45.83,16520900,Technology,Communication Equipment
2021-02-03,CSCO,45.75,45.77,13173600,Technology,Communication Equipment
2021-02-04,CSCO,45.87,47.25,22285700,Technology,Communication Equipment
2021-02-05,CSCO,47.57,48.08,25282400,Technology,Communication Equipment
2021-02-08,CSCO,48.56,48.94,25215400,Technology,Communication Equipment
2021-02-09,CSCO,48.77,48.5,24795000,Technology,Communication Equipment
2021-02-10,CSCO,46.15,47.24,44540900,Technology,Communication Equipment
2021-02-11,CSCO,47.35,47.58,18588600,Technology,Communication Equipment
2021-02-12,CSCO,47.43,47.29,15238700,Technology,Communication Equipment
2020-01-02,CVS,74.65,74.16,5022700,Healthcare,Healthcare Plans
2020-01-03,CVS,73.22,73.57,4453000,Healthcare,Healthcare Plans
2020-01-06,CVS,73.12,73.86,4620700,Healthcare,Healthcare Plans
2020-01-07,CVS,73.61,73.58,6172300,Healthcare,Healthcare Plans
2020-01-08,CVS,72.5,72.66,8311200,Healthcare,Healthcare Plans
2020-01-09,CVS,73.0,72.86,5426200,Healthcare,Healthcare Plans
2020-01-10,CVS,73.31,72.11,5198600,Healthcare,Healthcare Plans
2020-01-13,CVS,72.29,72.76,6654600,Healthcare,Healthcare Plans
2020-01-14,CVS,72.53,73.83,6484200,Healthcare,Healthcare Plans
2020-01-15,CVS,73.99,75.27,8102800,Healthcare,Healthcare Plans
2020-01-16,CVS,75.63,76.05,6902300,Healthcare,Healthcare Plans
2020-01-17,CVS,76.11,76.02,5500400,Healthcare,Healthcare Plans
2020-01-21,CVS,76.0,74.59,8662800,Healthcare,Healthcare Plans
2020-01-22,CVS,74.16,74.01,4201400,Healthcare,Healthcare Plans
2020-01-23,CVS,73.76,73.53,8602500,Healthcare,Healthcare Plans
2020-01-24,CVS,73.64,71.43,10126000,Healthcare,Healthcare Plans
2020-01-27,CVS,69.9,70.97,6403300,Healthcare,Healthcare Plans
2020-01-28,CVS,71.25,71.82,5039100,Healthcare,Healthcare Plans
2020-01-29,CVS,72.11,70.55,6285200,Healthcare,Healthcare Plans
2020-01-30,CVS,70.09,69.71,8430500,Healthcare,Healthcare Plans
2020-01-31,CVS,69.35,67.82,9869700,Healthcare,Healthcare Plans
2020-02-03,CVS,68.4,66.93,7696000,Healthcare,Healthcare Plans
2020-02-04,CVS,67.31,67.88,7525100,Healthcare,Healthcare Plans
2020-02-05,CVS,68.78,70.54,6609800,Healthcare,Healthcare Plans
2020-02-06,CVS,71.0,70.84,6514400,Healthcare,Healthcare Plans
2020-02-07,CVS,71.05,71.56,6611300,Healthcare,Healthcare Plans
2020-02-10,CVS,71.55,73.25,8760200,Healthcare,Healthcare Plans
2020-02-11,CVS,73.81,73.85,7933600,Healthcare,Healthcare Plans
2020-02-12,CVS,74.68,73.75,13500800,Healthcare,Healthcare Plans
2020-02-13,CVS,73.45,72.0,8553900,Healthcare,Healthcare Plans
2020-02-14,CVS,71.98,71.37,7655100,Healthcare,Healthcare Plans
2020-02-18,CVS,71.19,72.0,4844000,Healthcare,Healthcare Plans
2020-02-19,CVS,72.31,71.78,4831600,Healthcare,Healthcare Plans
2020-02-20,CVS,71.5,71.94,5719300,Healthcare,Healthcare Plans
2020-02-21,CVS,71.55,71.51,5186200,Healthcare,Healthcare Plans
2020-02-24,CVS,69.43,67.92,9637600,Healthcare,Healthcare Plans
2020-02-25,CVS,68.24,64.33,15062300,Healthcare,Healthcare Plans
2020-02-26,CVS,64.65,62.65,16872600,Healthcare,Healthcare Plans
2020-02-27,CVS,61.5,59.33,22059900,Healthcare,Healthcare Plans
2020-02-28,CVS,57.29,59.18,23729500,Healthcare,Healthcare Plans
2020-03-02,CVS,60.67,64.03,15909500,Healthcare,Healthcare Plans
2020-03-03,CVS,64.57,62.54,14989700,Healthcare,Healthcare Plans
2020-03-04,CVS,66.6,66.04,14690700,Healthcare,Healthcare Plans
2020-03-05,CVS,63.94,64.36,8581800,Healthcare,Healthcare Plans
2020-03-06,CVS,62.57,64.15,11683300,Healthcare,Healthcare Plans
2020-03-09,CVS,59.75,61.3,13484500,Healthcare,Healthcare Plans
2020-03-10,CVS,62.76,62.6,13274300,Healthcare,Healthcare Plans
2020-03-11,CVS,61.22,61.31,12099100,Healthcare,Healthcare Plans
2020-03-12,CVS,57.13,54.6,16856700,Healthcare,Healthcare Plans
2020-03-13,CVS,57.46,59.64,15473500,Healthcare,Healthcare Plans
2020-03-16,CVS,53.68,52.3,13566000,Healthcare,Healthcare Plans
2020-03-17,CVS,53.63,58.0,15473700,Healthcare,Healthcare Plans
2020-03-18,CVS,54.35,57.18,17953700,Healthcare,Healthcare Plans
2020-03-19,CVS,56.8,55.38,16247100,Healthcare,Healthcare Plans
2020-03-20,CVS,55.81,54.7,15682300,Healthcare,Healthcare Plans
2020-03-23,CVS,53.86,53.09,16336800,Healthcare,Healthcare Plans
2020-03-24,CVS,55.13,54.35,19331500,Healthcare,Healthcare Plans
2020-03-25,CVS,54.4,53.64,19601500,Healthcare,Healthcare Plans
2020-03-26,CVS,53.65,58.31,23189500,Healthcare,Healthcare Plans
2020-03-27,CVS,56.75,58.6,15034000,Healthcare,Healthcare Plans
